customer_id,customer_type,first_name,last_name,email,postcode_area,city,region,signup_date
CUST00150,B2B,June,Smith,gareth68@example.com,G33,Derry,Northern Ireland,2025-10-29
CUST00151,B2C,Frances,Woodward,pdavies@example.com,FK4W,Leeds,Yorkshire & Humber,2025-08-29
CUST00152,B2C,Samuel,Stevens,bentleydiane@example.com,BD0,Leeds,Yorkshire & Humber,2025-05-07
CUST00153,B2C,Connor,Thomas,amberdavies@example.net,S3B,Derry,Northern Ireland,2026-04-22
CUST00154,B2C,Patrick,Ahmed,marilyn25@example.org,S7,Reading,South East,2026-06-24
CUST00155,B2C,Kyle,Hartley,andersontom@example.org,N99,Leeds,Yorkshire & Humber,2025-05-24
CUST00156,B2C,Clare,Riley,connormoore@example.com,KW2Y,Cambridge,East of England,2025-12-14
CUST00157,B2C,Joshua,May,skinnerleon@example.net,G1S,Bristol,South West,2025-02-03
CUST00158,B2C,James,Bryan,collinsguy@example.com,W5,Bournemouth,South West,2024-11-25
CUST00159,B2B,Henry,Morris,utyler@example.org,SY87,Liverpool,North West,2026-06-22
CUST00160,B2C,Brandon,Taylor,stevensbethan@example.net,N35,Plymouth,South West,2025-05-14
CUST00161,B2C,Roy,Kemp,jonesgareth@example.com,W65,Dundee,Scotland,2026-06-13
CUST00162,B2C,Nathan,Howard,jennifer99@example.com,M41,Birmingham,West Midlands,2025-09-12
CUST00163,B2C,Gillian,Hayward,carlwalker@example.com,DT1,Birmingham,West Midlands,2025-09-01
CUST00164,B2B,Jasmine,Jones,vbrady@example.net,W6S,Leeds,Yorkshire & Humber,2024-11-15
CUST00165,B2C,Joan,Hall,julieglover@example.com,E10,Newcastle,North East,2025-01-10
CUST00166,B2B,Duncan,Turner,harriet89@example.com,DY28,Norwich,East of England,2025-06-15
CUST00167,B2C,Carol,Taylor,jodiepatel@example.org,TQ0E,Lincoln,East Midlands,2025-09-30
CUST00168,B2C,Gillian,Rogers,chudson@example.net,S4S,Newport,Wales,2024-10-20
CUST00169,B2C,Kyle,Gardner,jade13@example.net,KW6E,Preston,North West,2024-10-27
CUST00170,B2C,Kelly,Wilson,suzanne18@example.org,E0J,Edinburgh,Scotland,2025-01-03
CUST00171,B2B,Charlene,Sullivan,akhtarpaige@example.org,SP6V,Nottingham,East Midlands,2025-12-21
CUST00172,B2C,Megan,Nicholls,whitealex@example.org,G69,Aberdeen,Scotland,2025-08-05
CUST00173,B2C,Melanie,Rice,hilaryduffy@example.net,CT3,Oxford,South East,2025-07-20
CUST00174,B2C,Megan,Thompson,elaine71@example.org,S94,London,London,2026-04-26
CUST00175,B2C,Amy,Kaur,katymartin@example.com,LU88,Norwich,East of England,2026-04-01
CUST00176,B2B,Ronald,Davies,amurphy@example.net,BL0,Belfast,Northern Ireland,2026-03-15
CUST00177,B2C,Christine,Perry,davisoneric@example.com,CT5V,Belfast,Northern Ireland,2025-07-19
CUST00178,B2C,Allan,Connolly,gordonjack@example.net,MK6R,London,London,2024-10-07
CUST00179,B2C,Beverley,Humphreys,sandersonmelissa@example.net,KY8,Sunderland,North East,2025-07-05
CUST00180,B2C,Kyle,Sinclair,joel05@example.net,B57,Belfast,Northern Ireland,2025-11-06
CUST00181,B2C,Josephine,Newman,colemanbarbara@example.net,M7,London,London,2024-12-24
CUST00182,B2C,Eileen,Townsend,georgia64@example.net,E0,Sunderland,North East,2025-09-18
CUST00183,B2C,Lindsey,Atkinson,claire01@example.org,HP14,London,London,2025-10-17
CUST00184,B2C,Ashley,Parker,vincent25@example.net,RG8Y,Wrexham,Wales,2026-03-10
CUST00185,B2B,Kelly,Rogers,rhunter@example.org,NW0,Exeter,South West,2024-10-23
CUST00186,B2C,Scott,Bell,katiewebster@example.net,SP4A,Belfast,Northern Ireland,2024-10-12
CUST00187,B2C,Hayley,Hammond,carolynnorman@example.com,E82,Norwich,East of England,2025-07-14
CUST00188,B2C,Lawrence,Blake,mccarthygary@example.org,W3S,Derry,Northern Ireland,2025-03-04
CUST00189,B2C,Aaron,Edwards,rbarker@example.com,S02,Plymouth,South West,2025-03-04
CUST00190,B2C,Dylan,Barton,tjones@example.net,BH56,Cambridge,East of England,2025-12-23
CUST00191,B2C,Max,Reid,ododd@example.com,CB9W,Sunderland,North East,2025-05-02
CUST00192,B2C,Victor,Ali,brennanleigh@example.net,L1W,Norwich,East of England,2025-11-25
CUST00193,B2C,Henry,Coleman,shawandrew@example.org,GU3H,Norwich,East of England,2025-06-07
CUST00194,B2C,Tracy,Cook,roseleanne@example.com,M4,Bristol,South West,2024-08-08
CUST00195,B2C,Jake,Smith,wintercaroline@example.com,FK10,Hull,Yorkshire & Humber,2025-07-13
CUST00196,B2C,Samantha,Bennett,patelgemma@example.org,PR05,Peterborough,East of England,2025-10-23
CUST00197,B2C,Peter,Allen,kevin07@example.org,GL1Y,London,London,2025-03-08
CUST00198,B2C,Glen,Chambers,alexgriffiths@example.org,SW9H,Lincoln,East Midlands,2025-10-13
CUST00199,B2C,Teresa,Price,stephanie78@example.org,PE4,Wolverhampton,West Midlands,2025-06-07
CUST00200,B2C,Marcus,Jones,jillsanderson@example.org,L3D,Blackpool,North West,2024-10-13
CUST00201,B2B,Natasha,Bibi,xwalsh@example.com,IM7R,Hull,Yorkshire & Humber,2024-11-20
CUST00202,B2C,Chloe,Holt,lydiawest@example.net,E3,London,London,2025-09-28
CUST00203,B2C,Georgina,Ellis,nsmith@example.com,SG54,Ipswich,East of England,2025-02-09
CUST00204,B2C,Ruth,Cox,leah09@example.org,CH1,London,London,2025-05-05
CUST00205,B2B,Rosie,Johnson,barry68@example.org,S6,Norwich,East of England,2025-02-25
CUST00206,B2C,Stephanie,Thompson,nicholasmitchell@example.com,N78,Blackpool,North West,2026-01-26
CUST00207,B2B,Holly,Morgan,hamiltonwendy@example.net,N10,Sheffield,Yorkshire & Humber,2026-06-24
CUST00208,B2C,Colin,Butler,xwoods@example.com,L1E,Sheffield,Yorkshire & Humber,2026-03-12
CUST00209,B2C,Sandra,Collins,zrobson@example.org,SK57,Newcastle,North East,2026-03-06
CUST00210,B2C,Joe,Jackson,jrichards@example.org,M90,Wrexham,Wales,2025-05-28
CUST00211,B2C,Tina,Akhtar,declan62@example.com,B7U,Hull,Yorkshire & Humber,2025-04-05
CUST00212,B2C,Kate,Harper,zfield@example.org,N8,Belfast,Northern Ireland,2024-11-28
CUST00213,B2C,Jayne,Knight,rhys32@example.org,ME2M,Cardiff,Wales,2025-04-17
CUST00214,B2C,Victoria,Turner,oforster@example.net,W86,London,London,2024-12-24
CUST00215,B2C,Carolyn,Saunders,tinadoyle@example.com,CB8,Middlesbrough,North East,2026-08-03
CUST00216,B2B,Deborah,Thompson,sally81@example.net,CT72,Coventry,West Midlands,2024-12-27
CUST00217,B2C,Mathew,Clayton,judithjohnson@example.net,PE2,Liverpool,North West,2026-01-08
CUST00218,B2C,Shaun,Lloyd,barkerjennifer@example.com,E3,Coventry,West Midlands,2026-01-10
CUST00219,B2C,Sally,Sutton,jenkinsjasmine@example.com,N13,Preston,North West,2024-10-29
CUST00220,B2C,Craig,Pickering,christian56@example.net,CR89,Plymouth,South West,2025-06-18
CUST00221,B2C,Michael,King,blakesheila@example.net,B62,Oxford,South East,2025-08-17
CUST00222,B2C,Philip,Skinner,davismarc@example.net,E2,Bournemouth,South West,2025-12-04
CUST00223,B2C,Brandon,Day,ibanks@example.net,W8E,Leeds,Yorkshire & Humber,2026-01-26
CUST00224,B2C,Jay,Collier,marcus86@example.net,M4,Bournemouth,South West,2026-01-31
CUST00225,B2C,Karen,Coles,antony47@example.org,S37,Birmingham,West Midlands,2026-01-25
CUST00226,B2C,Melanie,Woods,charris@example.com,CF8,Middlesbrough,North East,2025-06-17
CUST00227,B2C,Amanda,Yates,fredericksmith@example.org,L9D,Belfast,Northern Ireland,2025-09-29
CUST00228,B2C,Bethany,May,nicolaward@example.org,G4,Swansea,Wales,2025-02-08
CUST00229,B2C,Melissa,Clarke,diana88@example.org,B6,Newport,Wales,2024-11-17
CUST00230,B2C,Robin,Read,jdavis@example.org,S37,Wolverhampton,West Midlands,2026-03-01
CUST00231,B2C,Christian,Bishop,seansullivan@example.com,WV3R,Hull,Yorkshire & Humber,2025-03-19
CUST00232,B2C,Callum,Lawrence,zjenkins@example.org,L2H,Oxford,South East,2026-05-31
CUST00233,B2C,Julie,Brown,pmiller@example.net,CO5,Manchester,North West,2025-10-21
CUST00234,B2C,Barbara,Johnson,dawnclark@example.org,RG78,Blackpool,North West,2025-07-25
CUST00235,B2C,Benjamin,Brown,susantaylor@example.org,CM77,London,London,2025-07-13
CUST00236,B2C,Joanne,Phillips,patkinson@example.net,S9K,Liverpool,North West,2026-02-26
CUST00237,B2C,Leah,Cook,lynn21@example.org,B66,Coventry,West Midlands,2025-04-20
CUST00238,B2C,Janice,Pratt,ybrown@example.net,B9,Coventry,West Midlands,2025-09-09
CUST00239,B2C,Ryan,Harvey,xquinn@example.net,CA14,Wolverhampton,West Midlands,2026-04-10
CUST00240,B2C,Jack,Pratt,kathleen49@example.net,SG3X,London,London,2026-04-05
CUST00241,B2C,Jessica,Roberts,dixonbarry@example.org,W3,Wolverhampton,West Midlands,2026-01-29
CUST00242,B2B,Danielle,Carroll,lawsonkathryn@example.org,CR12,London,London,2026-02-13
CUST00243,B2C,Oliver,King,robinsoneric@example.net,G06,Wolverhampton,West Midlands,2025-04-27
CUST00244,B2C,Kerry,Harris,mary96@example.org,HP3,Middlesbrough,North East,2026-02-03
CUST00245,B2C,Scott,Barber,georgia83@example.com,W4F,Coventry,West Midlands,2025-08-21
CUST00246,B2C,Beth,Thompson,wayne06@example.org,N4,Glasgow,Scotland,2025-02-01
CUST00247,B2C,Patrick,Hope,meganmay@example.com,G5,Plymouth,South West,2026-08-08
CUST00248,B2C,Ashley,Fisher,grace61@example.com,SW6E,Brighton,South East,2026-03-30
CUST00249,B2C,Barbara,Nicholson,olewis@example.com,B0,Dundee,Scotland,2026-02-03
CUST00250,B2C,Mandy,Walsh,mathew82@example.net,WF2,Nottingham,East Midlands,2025-11-04
CUST00251,B2C,Allan,Anderson,joseph63@example.org,HR5B,Wrexham,Wales,2024-11-17
CUST00252,B2C,Jeffrey,Thomas,otodd@example.com,CH1,Derby,East Midlands,2026-01-16
CUST00253,B2C,Philip,Willis,mannfrancesca@example.net,TR0X,Nottingham,East Midlands,2026-04-17
CUST00254,B2C,Joel,Lloyd,josephfreeman@example.net,SY0X,Peterborough,East of England,2025-10-31
CUST00255,B2B,Adam,Hunter,eileen37@example.net,IP10,Newport,Wales,2025-03-08
CUST00256,B2C,Robin,Davis,smitchell@example.com,SO0X,Belfast,Northern Ireland,2025-10-06
CUST00257,B2C,Dale,Bradley,rrees@example.net,M4B,Southampton,South East,2026-02-02
CUST00258,B2C,Denis,Skinner,watsonjason@example.net,CO0P,Derry,Northern Ireland,2026-05-31
CUST00259,B2C,Heather,Hale,pamelawalsh@example.com,N79,Derry,Northern Ireland,2024-09-29
CUST00260,B2C,Sandra,Davies,harrislee@example.org,HS00,Middlesbrough,North East,2024-11-29
CUST00261,B2C,Hollie,Baker,barlownathan@example.net,SW5,Blackpool,North West,2025-04-27
CUST00262,B2C,Lesley,Hughes,bnicholls@example.net,LS4H,Bristol,South West,2025-08-04
CUST00263,B2C,Teresa,Morris,smoore@example.org,N7F,London,London,2025-07-02
CUST00264,B2C,Derek,Skinner,nbarrett@example.net,S83,Cambridge,East of England,2026-07-15
CUST00265,B2B,Philip,Hamilton,bevans@example.net,G7U,Derby,East Midlands,2026-07-18
CUST00266,B2C,Teresa,Evans,cliffordbaker@example.org,UB44,Derby,East Midlands,2026-01-28
CUST00267,B2C,Donna,Walsh,humphreysstewart@example.com,N6K,Belfast,Northern Ireland,2025-08-06
CUST00268,B2B,Carol,Johnson,porterhilary@example.net,M83,Brighton,South East,2025-04-23
CUST00269,B2C,Sophie,Swift,jamesdonna@example.com,KA7,Plymouth,South West,2025-10-18
CUST00270,B2C,Sam,Russell,bethanyclark@example.net,HR7,Bournemouth,South West,2024-10-05
CUST00271,B2C,Bruce,Simpson,balldale@example.org,M3,Coventry,West Midlands,2025-06-25
CUST00272,B2C,Harriet,Stokes,davieslindsey@example.com,BT0V,Norwich,East of England,2026-07-04
CUST00273,B2C,Lauren,Martin,elliot49@example.com,SE47,London,London,2024-09-16
CUST00274,B2C,Jay,Coleman,qdennis@example.net,N4,Cardiff,Wales,2026-04-13
CUST00275,B2C,Harry,Evans,ukelly@example.net,TN4M,York,Yorkshire & Humber,2025-03-25
CUST00276,B2C,Dylan,Miller,browndale@example.net,SW0,Belfast,Northern Ireland,2024-12-25
CUST00277,B2C,Gavin,Allen,joshlee@example.org,G2C,Swansea,Wales,2026-07-10
CUST00278,B2C,Marcus,Oliver,ilittle@example.net,L7,Dundee,Scotland,2024-12-20
